dc:identifier,dc:name,ayto:url_imagen,dc:description,ayto:descrip_es,ayto:descrip_en,ayto:direccion,ayto:telefono,ayto:email,ayto:website,ayto:blog,ayto:facebook,ayto:twitter,ayto:googlePlus,ayto:instagram,ayto:longitud,ayto:latitud,ayto:id_categoria,ayto:categoria,ayto:ico_categoria,ayto:accesible,ayto:fecha_modificacion,dc:modified,uri
HOT55,Santander Antigüo,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,"Nuestro hotel es de 1 estrella \,muy familiar y acogedor\, solo cuenta con 19 habitaciones (individuaesl\, dobles\, y triples)\, la sencillez es nuestra gran valor  y el trato personalizado y muy familiar. TE SENTIRAS COMO EN TU PROPIA CASA.\n\n","Nuestro hotel es de 1 estrella \,muy familiar y acogedor\, solo cuenta con 19 habitaciones (individuaesl\, dobles\, y triples)\, la sencillez es nuestra gran valor  y el trato personalizado y muy familiar. TE SENTIRAS COMO EN TU PROPIA CASA.\n\n",,"Avda. de los Castros\, 10",942.31.85.65,santanderantiguo@hotmail.com,www.santanderantiguo.es,,,,,,-3.8044,43.4647,,Hotel,,,2016-03-09T17:12:25.000Z,2017-10-31T15:02:07.586Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot55.csv
HOT54,Boutique Las Brisas,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,"\nEn el  Sardinero\, frente a la playa se encuentra este palacete del siglo XIX\, cuidadosamente rehabilitado y decorado\, fijándose en los más pequeños detalles a la hora de concebir un hotel. Antigua casa de retiro de la familia\, que hoy queda regentado ya por la tercera generacion de una larga y tradicional familia hotelera de la ciudad.\n\n","\nEn el  Sardinero\, frente a la playa se encuentra este palacete del siglo XIX\, cuidadosamente rehabilitado y decorado\, fijándose en los más pequeños detalles a la hora de concebir un hotel. Antigua casa de retiro de la familia\, que hoy queda regentado ya por la tercera generacion de una larga y tradicional familia hotelera de la ciudad.\n\n",,La Braña 14,942.27.01.11 / 942.27.50.11,reservas@hotellasbrisas.net,www.hotellasbrisas.net,,,,,,-3.8044,43.4647,,Hotel,,,2016-03-09T17:12:25.000Z,2017-10-31T15:02:07.586Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot54.csv
HOT53,EUROSTARS HOTEL REAL,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,"El Eurostars Hotel Real 5*GL no es un hotel de Santander: es EL hotel de Santander. Un establecimiento que por su estilo\, su tradición\, su lujo\, su ubicación y su extendida fama ha contribuido de manera decisiva a imprimir la excelencia y la prestancia que caracterizan el alma de Santander.","El Eurostars Hotel Real 5*GL no es un hotel de Santander: es EL hotel de Santander. Un establecimiento que por su estilo\, su tradición\, su lujo\, su ubicación y su extendida fama ha contribuido de manera decisiva a imprimir la excelencia y la prestancia que caracterizan el alma de Santander.",,Pº Pérez Galdós 28,942 272 550,reservas@eurostarshotelreal.com,www.hotelreal.es,,,,,,-3.78232005538939,43.4660237706248,,Hotel,,,2016-03-21T08:50:32.000Z,2017-10-31T15:02:07.586Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot53.csv
HOT84,"La bolera ",http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,,,,campogiro-10,942.33.08.88,,,,,,,,-3.8044,43.4647,,Hotel,,,2016-03-18T09:01:37.000Z,2017-10-31T15:02:07.585Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot84.csv
HOT83,A Madrid,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,,,,"madrid 21 - 1º ",942.21.44.94,,"www.pensionensantander.com ",,,,,,-3.8044,43.4647,,Hotel,,,2016-03-18T09:01:08.000Z,2017-10-31T15:02:07.585Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot83.csv
HOT82,"angelines ",http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,,,,atilano rodriguez - 9 -1º,942.31.2584,,"www.pensionangelines.com ",,,,,,-3.8044,43.4647,,Hotel,,,2016-03-18T08:39:38.000Z,2017-10-31T15:02:07.585Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot82.csv
HOT81,"urban suites santander ",http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,,,,cardenal cisneros - 8 -1º,606088913,,"www.urbansuitesantander.com ",,,,,,-3.8044,43.4647,,Hotel,,,2016-03-18T08:09:58.000Z,2017-10-31T15:02:07.585Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot81.csv
HOT80,ESTUDIOS ARANZAZU,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,"Los estudios\, recientemente redecorados\, con los servicios y prestaciones de un hotel y la comodidad e independencia de un apartamento\, ofrecen al cliente los servicios de lavandería\, limpieza en seco\, planchado\, desayuno en la habitación en horario de 8\,30 a 10\,30 h e información turística que podrá solicitar en nuestra recepción abierta las 24 horas. \nEl equipamiento de los apartamentos tipo estudio consta de cocina americana con nevera \, menaje básico de cocina para 2 personas y zona de trab","Los estudios\, recientemente redecorados\, con los servicios y prestaciones de un hotel y la comodidad e independencia de un apartamento\, ofrecen al cliente los servicios de lavandería\, limpieza en seco\, planchado\, desayuno en la habitación en horario de 8\,30 a 10\,30 h e información turística que podrá solicitar en nuestra recepción abierta las 24 horas. \nEl equipamiento de los apartamentos tipo estudio consta de cocina americana con nevera \, menaje básico de cocina para 2 personas y zona de trab",,Mies del valle 4,942 371 100,,www.estudiosaranzazu.com,,,,,,-3.8044,43.4647,,Hotel,,,2016-03-09T17:12:25.000Z,2017-10-31T15:02:07.585Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot80.csv
HOT79,APARTAMENTOS LAS BRISAS,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,"En primera línea de la famosa playa del Sardinero y rodeados de zonas verdes\, se ubican estos confortables y prácticos apartamentos.\nEspecialmente indicados para familias o parejas\, incluso acompañados de sus mascotas (mascota con cargo adicional de 15Euros por noche y mascota) \, para pasar unos días en esta elegante y apacible ciudad.\nLos alrededores le harán disfrutar de relajantes paseos por la playa o por sus cuidados jardines.\nAdemás cuenta con todos los servicios a dos pasos y justo en ","En primera línea de la famosa playa del Sardinero y rodeados de zonas verdes\, se ubican estos confortables y prácticos apartamentos.\nEspecialmente indicados para familias o parejas\, incluso acompañados de sus mascotas (mascota con cargo adicional de 15Euros por noche y mascota) \, para pasar unos días en esta elegante y apacible ciudad.\nLos alrededores le harán disfrutar de relajantes paseos por la playa o por sus cuidados jardines.\nAdemás cuenta con todos los servicios a dos pasos y justo en ",,"AVENIDA CASTAÑEDA\, 17",942 270 111 Y 942 281 140,apartamentos@hotellasbrisas.net,www.apartamentoslasbrisas.com,,,,,,-3.8044,43.4647,,Hotel,,,2016-03-09T17:12:25.000Z,2017-10-31T15:02:07.585Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot79.csv
HOT74,La Torre,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,"Sencillo hostal de ambiente hogareño que ofrece habitaciones sin lujos con baño\, calefacción y televisor.","Sencillo hostal de ambiente hogareño que ofrece habitaciones sin lujos con baño\, calefacción y televisor.",,"Avda. de los Castros\, 53",942.275.071/625.975.873,,www.hostal-latorre.es,,,,,,-3.8044,43.4647,,Hotel,,,2016-03-09T17:12:25.000Z,2017-10-31T15:02:07.585Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot74.csv
HOT72,San Fernando,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,,,,"San Fernando 16\, 1º",942.371.984,,www.hostalsanfernando.es,,,,,,-3.8044,43.4647,,Hotel,,,2016-03-09T17:12:25.000Z,2017-10-31T15:02:07.585Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot72.csv
HOT71,Rocamar,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,Decoración actual y wifi gratis en las habitaciones y estudios de hostal con garaje cubierto y cafetería.,Decoración actual y wifi gratis en las habitaciones y estudios de hostal con garaje cubierto y cafetería.,,"Avda. de los Castros\, 41",942.277.268,info@hostalrocamar.com,www.hostalrocamar.com,,,,,,-3.8044,43.4647,,Hotel,,,2016-03-15T10:01:12.000Z,2017-10-31T15:02:07.585Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot71.csv
HOT70,Real,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,,,,"Plaza de la Esperanza\, 1",942.225.787,,,,,,,,-3.8044,43.4647,,Hotel,,,2016-03-09T17:12:25.000Z,2017-10-31T15:02:07.585Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot70.csv
HOT69,Plaza Pombo B&B,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,Finas habitaciones revestidas de madera con desayuno incluido en edificio histórico con muebles de época.,Finas habitaciones revestidas de madera con desayuno incluido en edificio histórico con muebles de época.,,"Hernán Cortés\, 25\, 3º",942.212.950,,www.plazapombo.com,,,,,,-3.8044,43.4647,,Hotel,,,2016-03-09T17:12:25.000Z,2017-10-31T15:02:07.585Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot69.csv
HOT68,Plaza,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,,,,"C/ Cádiz\, 13-entlo",942.212.967,,www.pension-plaza.com,,,,,,-3.8044,43.4647,,Hotel,,,2016-03-09T17:12:25.000Z,2017-10-31T15:02:07.585Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot68.csv
RES101,Restaurante La Brocheta,http://ar.smartsantander.eu/butler/server/photos/101.jpg,"Ubicado en la zona de Puertochico\, el restaurante La Brocheta combina sabores naturales y tradicionales: entrantes\, ensaladas y verduras\, productos del mar y de la tierra\, etc. ","El restaurante La Brocheta conjuga productos de mercado con creatividad.\n \nLa carta combina sabores naturales y tradicionales: entrantes\, ensaladas y verduras\, productos del mar y de la tierra\, etc. \n\nTodo ello en la zona de Puertochico.",,Calle Bonifaz nº 21,942227485,labrocheta@labrocheta.es,www.labrocheta.es/,,,,,,-3.7970980004182593,43.464203571164184,9,Restaurantes,,1,2016-02-23T11:24:42.000Z,2017-10-31T15:02:07.584Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res101.csv
HOT99,HOTEL SILKEN RIO,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,"El Hotel Silken Rio Santander es un establecimiento de cuatro estrellas que se asoma a las espléndidas vistas de las playas de El Sardinero y del mar Cantábrico\, frente a frente.\n\n\nEl Silken Rio Santander alberga tras su noble fachada unas cuidadas instalaciones\, ofrece 89 habitaciones equipadas con todas las comodidades que exige el huésped contemporáneo\, y cuenta con seis salones idóneos para realizar todo tipo de eventos y Wi-Fi gratuito. Su afamado y selecto restaurante con espectaculares","El Hotel Silken Rio Santander es un establecimiento de cuatro estrellas que se asoma a las espléndidas vistas de las playas de El Sardinero y del mar Cantábrico\, frente a frente.\n\n\nEl Silken Rio Santander alberga tras su noble fachada unas cuidadas instalaciones\, ofrece 89 habitaciones equipadas con todas las comodidades que exige el huésped contemporáneo\, y cuenta con seis salones idóneos para realizar todo tipo de eventos y Wi-Fi gratuito. Su afamado y selecto restaurante con espectaculares",,Avda. Reina Victoria 153,"  942 274 300",,www.hoteles-silken.com,,,,,,-3.77892974319457,43.4708669666664,,Hotel,,,2016-03-22T11:37:12.000Z,2017-10-31T15:02:07.584Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot99.csv
HOT98,HOTEL SILKEN COLISEUM,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,"El Silken Coliseum ocupa un edificio de nueva factura\, que destaca por su singular fachada y sus modernas instalaciones. Es el lugar ideal si su visita es por negocios o si por el contrario quiere descubrir y disfrutar la maravillosa ciudad de Santander.\n\n \n\nA ello se suma una ubicación privilegiada en el centro neurálgico de la ciudad\, una ciudad abierta al Cantábrico\, elegante y monumental\, con edificios tan bellos como el Palacio de la Magdalena\, y citas tan importantes como la Universida","El Silken Coliseum ocupa un edificio de nueva factura\, que destaca por su singular fachada y sus modernas instalaciones. Es el lugar ideal si su visita es por negocios o si por el contrario quiere descubrir y disfrutar la maravillosa ciudad de Santander.\n\n \n\nA ello se suma una ubicación privilegiada en el centro neurálgico de la ciudad\, una ciudad abierta al Cantábrico\, elegante y monumental\, con edificios tan bellos como el Palacio de la Magdalena\, y citas tan importantes como la Universida",,Plaza de los Remedios 1,942318081,,www.hoteles-silken.com,,,,,,-3.80842331352233,43.4628622468426,,Hotel,,,2016-03-21T09:23:20.000Z,2017-10-31T15:02:07.584Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot98.csv
HOT97,HOTEL SANTEMAR,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,"El Hotel Santemar es el alojamiento más grande de la Costa Cantábrica. El entorno ideal para celebrar los eventos más especiales en el centro de Santander: Congresos\, convenciones\, reuniones\, exposiciones\, bodas\, etc.\n\nLos viajeros alojados en el Hotel Santemar podrán disfrutar de la ciudad de Santander\, del mar en la playa de El Sardinero\, dar un paseo por El Palacio de la Magdalena\, hacer unos hoyos en club golf de la Ensenada de Mataleñas\, con unas vistas espectaculares o conocer el Gran Ca","El Hotel Santemar es el alojamiento más grande de la Costa Cantábrica. El entorno ideal para celebrar los eventos más especiales en el centro de Santander: Congresos\, convenciones\, reuniones\, exposiciones\, bodas\, etc.\n\nLos viajeros alojados en el Hotel Santemar podrán disfrutar de la ciudad de Santander\, del mar en la playa de El Sardinero\, dar un paseo por El Palacio de la Magdalena\, hacer unos hoyos en club golf de la Ensenada de Mataleñas\, con unas vistas espectaculares o conocer el Gran Ca",,Joaquín Costa 28,942 272 900,,www.hotelsantemar.com,,,,,,-3.78262046279906,43.470244069308,,Hotel,,,2016-03-21T09:18:20.000Z,2017-10-31T15:02:07.584Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot97.csv
HOT96,HOTEL SERCOTEL PALACIO DEL MAR,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,"Sercotel Hotel Palacio del Mar es un confortable y acogedor hotel en Santander Ubicado a pocos metros de la playa del Sardinero y en frente del palacio de deportes\, en la mejor zona de la costa de Cantabria.\nCon una decoración moderna y elegante\, el Sercotel Hotel Palacio del Mar cuenta con 67 grandes habitaciones bien equipadas\, convirtiéndose\, así\, en un hotel ideal para vacaciones o para viajes de negocios.","Sercotel Hotel Palacio del Mar es un confortable y acogedor hotel en Santander Ubicado a pocos metros de la playa del Sardinero y en frente del palacio de deportes\, en la mejor zona de la costa de Cantabria.\nCon una decoración moderna y elegante\, el Sercotel Hotel Palacio del Mar cuenta con 67 grandes habitaciones bien equipadas\, convirtiéndose\, así\, en un hotel ideal para vacaciones o para viajes de negocios.",,Avda. Cantabria 5,942 392 400,,www.hotel-palaciodelmar.com,,,,,,-3.79412177505492,43.4782945229287,,Hotel,,,2016-03-21T09:15:11.000Z,2017-10-31T15:02:07.584Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot96.csv
HOT95,HOTEL HOYUELA,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,"Hotel Hoyuela\, un espléndido hotel en Santander de 4 estrellas\, se encuentra situado dentro del Conjunto Histórico del El Sardinero. Enclavado en un entorno idílico\, frente a la playa de El Sardinero\, donde a principios del siglo XX se concentraba la flor y nata de la hostelería santanderina. El estilo ""Cour jardin"" en que fue construido el Hotel Hoyuela\, inmerso en el ambiente belle époque de la Avenida de los Hoteles\, refuerza esa impresión.","Hotel Hoyuela\, un espléndido hotel en Santander de 4 estrellas\, se encuentra situado dentro del Conjunto Histórico del El Sardinero. Enclavado en un entorno idílico\, frente a la playa de El Sardinero\, donde a principios del siglo XX se concentraba la flor y nata de la hostelería santanderina. El estilo ""Cour jardin"" en que fue construido el Hotel Hoyuela\, inmerso en el ambiente belle époque de la Avenida de los Hoteles\, refuerza esa impresión.",,Avda. de los Hoteles 7,942 282 628,,www.hotelhoyuela.es,,,,,,-3.8044,43.4647,,Hotel,,,2016-03-21T09:11:46.000Z,2017-10-31T15:02:07.584Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot95.csv
HOT94,GRAN HOTEL VICTORIA,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,"Situado frente a las playas del Sardinero\, entre el Gran Casino y el Palacio de la Magdalena: un entorno único para sus celebraciones\, bodas\, reuniones\, comidas y cenas de empresa\, para que vivas intensamente este momento tan especial.\n\nEn el Gran Hotel Victoria lo tenemos previsto hasta el mínimo detalle para que todo salga a la perfección\, con una amplia oferta de menús de alta cocina y un cuidado servicio. Lo organizamos todo.\n\nTotalmente renovado\, cuenta con 70 habitaciones totalmente eq","Situado frente a las playas del Sardinero\, entre el Gran Casino y el Palacio de la Magdalena: un entorno único para sus celebraciones\, bodas\, reuniones\, comidas y cenas de empresa\, para que vivas intensamente este momento tan especial.\n\nEn el Gran Hotel Victoria lo tenemos previsto hasta el mínimo detalle para que todo salga a la perfección\, con una amplia oferta de menús de alta cocina y un cuidado servicio. Lo organizamos todo.\n\nTotalmente renovado\, cuenta con 70 habitaciones totalmente eq",,Mª Luisa Pelayo 38,942 291 100,,www.granhotelvictoria.com,,,,,,-3.77870443763732,43.4702207105322,,Hotel,,,2016-03-21T09:05:51.000Z,2017-10-31T15:02:07.584Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot94.csv
HOT93,GRAN HOTEL SARDINERO,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,"Su Hotel en Santander\, El Gran Hotel Sardinero ocupa un lugar protagonista en el enclave turístico más elegante y conocido de Santander\, situado sobre la famosa playa de la que toma su nombre\, el Gran Hotel Sardinero lo tiene todo para convertirse en un hotel de referencia en Santander\, prometiendo cumplir las necesidades de los clientes más exigentes.","Su Hotel en Santander\, El Gran Hotel Sardinero ocupa un lugar protagonista en el enclave turístico más elegante y conocido de Santander\, situado sobre la famosa playa de la que toma su nombre\, el Gran Hotel Sardinero lo tiene todo para convertirse en un hotel de referencia en Santander\, prometiendo cumplir las necesidades de los clientes más exigentes.",,PLAZA DE ITALIA 1,942271100,,www.hotelsardinero.es,,,,,,-3.78313544692992,43.4726110451173,,Hotel,,,2016-03-21T09:00:46.000Z,2017-10-31T15:02:07.584Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot93.csv
HOT92,HOTEL BAHIA,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,"Su Hotel en Santander\, Hotel Bahía\, está situado en pleno centro administrativo\, económico y comercial de la ciudad de Santander\, frente a la preciosa bahía\, de donde el Hotel Bahía toma su nombre.\nEn un entorno privilegiado y rodeado de edificios singulares de la ciudad\, Gran Casino\, Palacio de la Magdalena\, Palacio de Exposiciones y Congresos\, Palacio de Deportes a los cuales se puede acceder caminando en unos minutos\, este espléndido hotel en Santander ofrece a sus clientes un enclave perfec","Su Hotel en Santander\, Hotel Bahía\, está situado en pleno centro administrativo\, económico y comercial de la ciudad de Santander\, frente a la preciosa bahía\, de donde el Hotel Bahía toma su nombre.\nEn un entorno privilegiado y rodeado de edificios singulares de la ciudad\, Gran Casino\, Palacio de la Magdalena\, Palacio de Exposiciones y Congresos\, Palacio de Deportes a los cuales se puede acceder caminando en unos minutos\, este espléndido hotel en Santander ofrece a sus clientes un enclave perfec",,CADIZ 22,942 205 000,,www.hotelbahiasantander.com,,,,,,-3.80630973281859,43.4603391387984,,Hotel,,,2016-03-21T08:56:24.000Z,2017-10-31T15:02:07.584Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot92.csv
HOT91,"Vintage ",http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,,,,Menendez Pelayo-16,942.22.48.19,,,,,,,,-3.8044,43.4647,,Hotel,,,2016-03-18T09:16:49.000Z,2017-10-31T15:02:07.584Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot91.csv
HOT90,"San Miguel ",http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,,,,"Atliano Rodriguez - 9 - 4º ",942.22.03.63,,"www.pensionsanmiguel.com ",,,,,,-3.8044,43.4647,,Hotel,,,2016-03-18T09:15:49.000Z,2017-10-31T15:02:07.584Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot90.csv
HOT89,"Menendez Pelayo ",http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,,,,"Rubio - 2- 3º ",942.253.041,,,,,,,,-3.8044,43.4647,,Hotel,,,2016-03-18T09:03:49.000Z,2017-10-31T15:02:07.584Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot89.csv
HOT88,"Figon ",http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,,,,"Cisneros - 9 ",942.23.53.66,,,,,,,,-3.8044,43.4647,,Hotel,,,2016-03-18T09:02:36.000Z,2017-10-31T15:02:07.584Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot88.csv
HOT87,"Fernando ",http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,,,,"Atilano Rodriguez - 9 - 3º- dcha ",942.31.36.96,,,,,,,,-3.8044,43.4647,,Hotel,,,2016-03-18T09:00:40.000Z,2017-10-31T15:02:07.584Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot87.csv
HOT86,"Cervantes ",http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,,,,"cervantes - 5- 3º ",942.37.10.26/ 629.324.872,,,,,,,,-3.8044,43.4647,,Hotel,,,2016-03-18T09:00:51.000Z,2017-10-31T15:02:07.584Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot86.csv
HOT85,Botin,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,,,,Isabel II - 1 -1º,942.21.00.94 / 630.492.606,,www.pensionbotin.com,,,,,,-3.8044,43.4647,,Hotel,,,2016-03-18T09:01:21.000Z,2017-10-31T15:02:07.584Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/hot85.csv
RES2934,Restaurante El Serbal,http://lira.tlmat.unican.es/RASan/butler/server/photos/2934.png,"Restaurante con una Estrella Michelín y un Sol que combina platos creativos y los sabores de siempre\, todo ello cocinado en directo bajo la vista del cliente. \nBodega con mas 500 referencias.","La cocina de El Serbal desarrolla platos creativos y los sabores de siempre\, todo ello cocinado en directo bajo la vista del cliente. \n\nEntre sus platos más emblemáticos se encuentra el steak tartar y el flambeado\, además de sus panes artesanos\, su selección de quesos internacionales o sus carros de cafés e infusiones y de licores y combinados\n\nUbicado en Puertochico\, cuenta con una decoración de corte moderno\, en colores cálidos\, amplia separación entre la mesas\, servicio cuidado y atento\, que junto con sus platos han contribuido a obtener una Estrella Michelín y un Sol. \n\nEl Serbal dispone de amplia bodega con mas 500 referencias de 11 países distintos.","The cuisine of El Serbal develops creative dishes with traditional flavours\, all cooked at the customer´s sight.\n\nAmong others\, the most emblematic dishes are the steak tartar and the flambé\, as well as its assorted artisan breads\, international cheeses\, trolleys with assorted coffees\, breeds\, spirits and cocktails.\n\nEl Serbal is placed in Puerto Chico. It has a modern style decoration with warm colours\, ample space between tables\, cared and solicitous service\, that in addition to its exquisite dishes contributed to be awarded with the Michelin Star and Repsol Sun.\n\nEl Serbal has a large wine cellar with more than 500 references from 11 different countries.",Calle Andres del Rio nº 7,942222515,elserbal@elserbal.com,www.elserbal.com,,http://es-es.facebook.com/pages/El-Serbal,serbalsantander,,,-3.795789076525466,43.46490201669584,9,Restaurantes,,0,2015-08-06T09:30:02.000Z,2017-10-31T15:02:07.583Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res2934.csv
RES172,La Barruca de Calderón,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,"Cafetería ",,,c/Calderón de la Barca nº 10,942078585,info@labarruca.com,www.labarruca.com,,facebook.com/labarrucadecalderon,@laburrca,,,-3.8193984762573336,43.46741785352323,9,Restaurantes,,1,2015-07-17T08:35:31.000Z,2017-10-31T15:02:07.583Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res172.csv
RES163,Restaurante Marea Alta Hotel Silken Rio Santander,http://lira.tlmat.unican.es/RASan/butler/server/photos/163.jpg,El restaurante Marea Alta combina la cocina imaginativa con nuevos sabores y recetas sin perder la tradición cántabra. Gastronomía con maravillosas vistas al mar y al Sardinero.\n,El restaurante Marea Alta combina la cocina imaginativa con nuevos sabores y recetas sin perder la tradición cántabra.\n\nA la oferta gastronómica se suma el paisaje único de El Sardinero y la luz inconfundible del Cantábrico entrando por las ventanas del amplio y confortable salón.,"The restaurant Marea Alta combines the ""imaginative cuisine"" with new flavours and receipts without loosing the cantabric tradition.\n\nIn addition to this gastronomic offer there is the unique landscapes of El Sardinero and the unmistakable light of the Cantabric sea coming through the windows of the large and comfortable dining room.  ",Avenida Reina Victoria nº 153,942274300,recepcion.silkenrio@hoteles-silken.com,"www.hoteles-silken.com/hotel-rio-santander/ - ",,https://es-es.facebook.com/MareaAltaRestaurante,https://twitter.com/hoteles-silken,,," -3.780860497131357",43.4713733276566,9,Restaurantes,,0,2015-08-06T08:22:09.000Z,2017-10-31T15:02:07.583Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res163.csv
RES161,Restaurante La Platea del Hotel Silken Coliseum,https://butler.tst-sistemas.es/uploads/1411467952Restaurante La Platea.JPG,"Restaurante ubicado en el centro de la ciudad\, con un ambiente moderno y elegante y con una amplia oferta gastronómica.\n","Restaurante ubicado en el centro de la ciudad\, con un ambiente moderno y elegante y con una amplia oferta gastronómica y cuidada carta adaptada a cada temporada.\n\nLa decoración es moderna\, y gira en torno al cine. ",Restaurant placed in the city centre with an elegant and modern atmosphere that offers a ample gastronomic offer and an a seasonal menu.\n\nIt has a modern decoration related to the cinema.,Plaza Remedios nº1,942318081,recepcion.coliseum@hoteles-silken.com,ww.hoteles-silken.com/hotel-coliseum-santander/,,www.hoteles-silken.com/en/hotels/coliseum-santander/,https://twitter.com/hotelessilken,,," -3.8085194364929293",43.46286250849277,9,Restaurantes,,0,2015-08-06T08:09:23.000Z,2017-10-31T15:02:07.583Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res161.csv
RES150,Restaurante Bodega El Figón,http://lira.tlmat.unican.es/RASan/butler/server/photos/150.jpg,"Restaurante ubicado en el centro de la ciudad que destaca por su comida casera a buen precio.  ","Restaurante ubicado en el centro de la ciudad que destaca por su comida casera a buen precio.  ",Restaurant placed in the city centre that stands out for its home-made cuisine in a good price.,Calle Cardenal Cisneros nº 5,942235366,restaurante.figon@hotmail.com,http://www.restaurantepensionsantander.com,,,,,,-3.811622222485994,43.46332541797301,9,Restaurantes,,0,2016-02-23T11:18:36.000Z,2017-10-31T15:02:07.583Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res150.csv
RES110,Terraza Lounge BNS,https://butler.tst-sistemas.es/uploads/1410266490terraza panorama.jpg,terraza lounge,Terraza lounge situada en la parte superior del restaurante Balneario de la Concha. En ella podrá relajarse mientras disfruta de su maravilloso paisaje y degusta uno de sus excelentes cocteles.,,av/ Reina Victoria 46,942290919,reservas@balneariodelaconcha.com,,,,,,,-3.8193984762573336,43.46741785352323,9,Restaurantes,,1,2015-06-12T13:25:32.000Z,2017-10-31T15:02:07.583Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res110.csv
